PDB_ID,Chain,CATH,N,Fmax_[e/A],Dmax_[A],Lmax_[A],lambda
2ol0,A,2.70.40.10,124,1.47,169.4,149.75,0.3
2oke,A,2.70.40.10,123,1.33,343.32,324.75,0.72
2okb,A,2.70.40.10,113,1.54,178.28,174,0.38
1sjn,A,2.70.40.10,131,1.33,226.85,205,0.41
2ol1,A,2.70.40.10,124,1.3,216.61,197.25,0.41
1f7r,A,2.70.40.10,133,1.44,248.63,226.5,0.45
1ogh,A,2.70.40.10,175,2.96,647.38,674.25,0.98
1f7q,A,2.70.40.10,116,1.36,193.48,171,0.39
1pkk,A,2.70.40.10,182,1.4,338.44,322,0.46
1snf,A,2.70.40.10,131,1.52,229.94,209.75,0.42
1f7o,A,2.70.40.10,116,1.26,187.12,164.75,0.37
1sm8,A,2.70.40.10,131,1.31,228.03,206.25,0.41
2py4,A,2.70.40.10,153,1.56,308.18,287.5,0.49
1pkj,A,2.70.40.10,180,1.56,554.47,547.25,0.81
1slh,A,2.70.40.10,135,1.46,244.41,225.25,0.44
1f7n,A,2.70.40.10,117,1.31,192.38,171.75,0.38
1pkh,A,2.70.40.10,182,1.31,559.72,543,0.8
1xs6,A,2.70.40.10,193,1.64,292.26,282,0.37
1smc,A,2.70.40.10,130,1.46,226.81,208,0.41
2pc5,A,2.70.40.10,127,1.65,226.76,218.25,0.43
1f7p,A,2.70.40.10,116,1.65,191.59,175.75,0.38
1dud,A,2.70.40.10,136,1.18,376.5,359.25,0.71
1f7d,A,2.70.40.10,118,1.42,146.36,123,0.26
1f7k,A,2.70.40.10,117,1.31,191.81,170.75,0.38
1xs1,A,2.70.40.10,193,1.65,174.66,169.25,0.2
2p9o,A,2.70.40.10,128,1.6,230.47,220.5,0.44
1dut,A,2.70.40.10,117,1.27,190.95,169.25,0.37
1tul,A,2.70.40.20,102,2.41,50.73,48.75,0.04
1gdf,A,2.70.50.30,145,2.47,308.4,293.5,0.52
2jhx,A,2.70.50.30,138,2.32,72.39,65.25,0.06
1ajw,A,2.70.50.30,145,2.04,94.75,68,0.07
1fso,A,2.70.50.30,138,2.31,180.88,169.75,0.28
1kmt,A,2.70.50.30,138,2.67,73.45,70,0.06
2jhu,A,2.70.50.30,138,2.37,73.53,67,0.06
1qvy,A,2.70.50.30,138,2.24,70.53,63,0.06
2jhz,A,2.70.50.30,138,2.38,73.16,69.75,0.07
2jhw,A,2.70.50.30,138,2.33,72.53,64.5,0.06
1fst,A,2.70.50.30,138,2.41,71.46,64.25,0.05
2bxw,A,2.70.50.30,138,2.33,71.3,63.25,0.06
2ben,A,2.70.50.50,170,2.56,40.07,47,0.01
2bem,A,2.70.50.50,170,2.48,38.92,47.5,0.01
2f3g,A,2.70.70.10,150,1.64,111.13,128.5,0.19
1o2f,A,2.70.70.10,150,1.65,112.34,130.5,0.19
1ax3,A,2.70.70.10,162,1.65,156.06,164.25,0.23
1ggr,A,2.70.70.10,150,1.67,66.44,87,0.11
1f3z,A,2.70.70.10,150,1.78,66.07,85.5,0.11
1f3g,A,2.70.70.10,150,1.73,64.59,83,0.1
1jt5,A,2.80.10.50,142,1.34,49.64,39,0.04
1ijt,A,2.80.10.50,128,1.31,63.93,64.75,0.1
1afc,A,2.80.10.50,127,1.17,209.03,218.25,0.43
8i1b,A,2.80.10.50,146,1.29,122.64,130.5,0.21
1pwa,A,2.80.10.50,123,1.2,163.2,168.75,0.34
1ihk,A,2.80.10.50,157,1.25,253.56,252,0.41
1iob,A,2.80.10.50,153,1.32,146.57,148.75,0.23
1q1u,A,2.80.10.50,138,1.34,77.94,78.25,0.12
1too,A,2.80.10.50,153,1.31,153.72,157.75,0.25
1jt3,A,2.80.10.50,143,1.33,56.31,44,0.05
1bfb,A,2.80.10.50,124,1.29,146.45,160.5,0.3
1bfg,A,2.80.10.50,126,1.36,162.79,175.5,0.33
1tp0,A,2.80.10.50,153,1.35,255.7,259.25,0.43
2p39,A,2.80.10.50,142,1.26,307.51,307.5,0.56
1bla,A,2.80.10.50,155,0.81,249.1,240.5,0.41
1k5u,A,2.80.10.50,129,1.33,82.19,92,0.15
1bfc,A,2.80.10.50,124,1.21,105.12,114,0.21
1rml,A,2.80.10.50,131,1.11,280.06,288.25,0.56
1bas,A,2.80.10.50,125,1.3,150.36,162,0.31
2i1b,A,2.80.10.50,153,1.3,135.78,139.25,0.21
1s0l,A,2.80.10.50,153,1.25,229.77,232.75,0.38
1j0s,A,2.80.10.50,157,1.26,59.98,48,0.05
1bld,A,2.80.10.50,155,0.97,398.82,390.75,0.67
1z4s,A,2.80.10.50,138,1.25,73.31,57.75,0.08
2p23,A,2.80.10.50,136,1.25,164.08,166,0.3
1bff,A,2.80.10.50,129,1.3,64.42,73.25,0.11
6i1b,A,2.80.10.50,153,1.08,158.97,155.25,0.25
1fn0,A,2.80.10.50,177,1.72,360.53,362,0.52
1ilr,1,2.80.10.50,145,1.57,141.61,151.5,0.24
3ba7,A,2.80.10.50,141,1.55,46.77,37,0.03
1xg6,A,2.80.10.50,179,2.32,489.94,497.5,0.71
2hw9,A,2.80.10.50,141,1.55,47.38,38.75,0.03
1tie,A,2.80.10.50,166,2.25,427.08,438,0.67
1q03,A,2.80.10.50,141,1.52,49,33.25,0.02
2afg,A,2.80.10.50,129,1.46,151.34,163.25,0.3
3bao,A,2.80.10.50,141,1.55,47.39,37.25,0.03
2mib,A,2.80.10.50,149,1.56,137.56,143,0.22
1ba7,A,2.80.10.50,165,2.15,418.49,429.25,0.66
2wbc,A,2.80.10.50,183,1.66,63.26,39.75,0.02
2axm,A,2.80.10.50,130,1.42,164.71,171.75,0.32
3bau,A,2.80.10.50,141,1.52,47.26,38.75,0.03
4i1b,A,2.80.10.50,151,1.46,244.02,249,0.41
1jt4,A,2.80.10.50,141,1.52,48.79,37.5,0.03
1fmz,A,2.80.10.50,179,1.52,46.61,40.25,0.02
1k5v,A,2.80.10.50,128,1.5,57.97,73.75,0.1
1jtc,A,2.80.10.50,141,1.52,47.11,37,0.03
1r8n,A,2.80.10.50,185,1.91,66.47,64.75,0.05
2hwm,A,2.80.10.50,141,1.53,46.78,37,0.03
1dzc,A,2.80.10.50,131,1.4,202.92,219.25,0.4
3ba4,A,2.80.10.50,144,1.43,58.09,42.75,0.04
1dqo,A,2.80.10.50,134,1.73,62.28,72,0.09
1twm,A,2.80.10.50,153,1.39,147.27,154.75,0.24
1dqg,A,2.80.10.50,134,1.85,64.97,74.5,0.09
1wbc,A,2.80.10.50,183,1.66,61.66,48.5,0.03
1mc9,A,2.80.10.50,126,2.16,130.77,154.25,0.26
4wbc,A,2.80.10.50,180,2.33,476.21,473,0.69
1nzk,A,2.80.10.50,141,1.52,47.5,35.25,0.03
2nvh,A,2.80.10.50,152,1.5,143.84,145,0.22
1fwv,A,2.80.10.50,134,1.47,59.66,64.25,0.08
1yto,A,2.80.10.50,139,1.47,44.8,35.75,0.03
1pzz,A,2.80.10.50,140,1.4,41.98,29.5,0.02
1g82,A,2.80.10.50,157,1.47,143.09,150,0.22
1p63,A,2.80.10.50,140,1.51,41.17,32.25,0.02
1jqz,A,2.80.10.50,141,1.47,46.91,36,0.03
2et2,A,2.80.10.50,175,1.75,35.16,36.75,0.02
3ba5,A,2.80.10.50,141,1.56,46.4,37,0.03
1z2v,A,2.80.10.50,140,1.63,45.22,39.5,0.02
3bad,A,2.80.10.50,131,1.42,65.78,74.25,0.11
1q04,A,2.80.10.50,141,1.56,46.36,38.75,0.03
2bfh,A,2.80.10.50,128,1.39,58.67,66.25,0.1
1dzd,A,2.80.10.50,127,2.09,123.14,148.25,0.25
3b9u,A,2.80.10.50,132,1.48,70.62,78,0.11
2ntd,A,2.80.10.50,142,1.67,50.46,39.25,0.03
2aqz,A,2.80.10.50,140,1.42,75.76,67.5,0.09
1jt7,A,2.80.10.50,141,1.51,49.15,37,0.03
2f2f,A,2.80.10.50,153,2.51,159.38,184.5,0.26
1knm,A,2.80.10.50,129,1.77,214.75,221.5,0.42
1knl,A,2.80.10.50,126,2.04,128.13,144.25,0.25
2esu,A,2.80.10.50,173,2.34,440.62,454.25,0.66
4fgf,A,2.80.10.50,124,1.38,155.3,169,0.32
1t9f,A,2.80.10.50,178,1.68,192.78,198.5,0.27
1eyl,A,2.80.10.50,179,1.5,222.99,215.75,0.3
3bah,A,2.80.10.50,141,1.53,46.12,38.5,0.03
2hz9,A,2.80.10.50,141,1.44,46.55,35.5,0.03
1avu,A,2.80.10.50,172,1.59,31.43,31,0.01
3bav,A,2.80.10.50,141,1.54,46.54,36.5,0.03
3bb2,A,2.80.10.50,141,1.54,46.82,37,0.03
1m16,A,2.80.10.50,142,1.37,47.92,38,0.03
1sr4,A,2.80.10.50,167,1.72,280.72,285.75,0.43
1qql,A,2.80.10.50,131,1.44,68.82,72.25,0.1
7i1b,A,2.80.10.50,153,1.44,352.6,356.75,0.6
1ira,X,2.80.10.50,145,1.37,139.07,138.25,0.23
1jy0,A,2.80.10.50,140,1.44,41.69,30,0.02
1t4q,A,2.80.10.50,153,1.36,248.72,253.25,0.41
2bea,A,2.80.10.50,170,2.31,438.22,451.75,0.67
3baq,A,2.80.10.50,141,1.54,46.53,37,0.03
2hwa,A,2.80.10.50,140,1.52,41.98,33.25,0.02
1wba,A,2.80.10.50,171,1.89,33.38,38,0.01
3bag,A,2.80.10.50,141,1.54,46.57,38.5,0.03
2beb,A,2.80.10.50,170,2.03,433.4,445.25,0.67
1bar,A,2.80.10.50,127,1.52,49.43,69.5,0.09
5i1b,A,2.80.10.50,151,1.38,242.2,248.75,0.41
1twe,A,2.80.10.50,153,1.38,146.03,151.75,0.23
1kj1,A,2.90.10.10,109,1.11,143.82,139,0.32
2d04,A,2.90.10.10,111,1.19,73.46,60.25,0.11
1niv,A,2.90.10.10,108,1.4,57.55,60.25,0.1
1b2p,A,2.90.10.10,119,1.39,59.34,58.75,0.09
1msa,A,2.90.10.10,109,1.44,65.31,66.75,0.12
1jpc,A,2.90.10.10,108,1.39,59.04,60.75,0.1
1dlp,A,2.90.10.10,233,1.48,44.91,48.25,0.03
1bwu,A,2.90.10.10,106,1.39,131.09,128.5,0.29
1xd6,A,2.90.10.10,110,1.04,57.66,55,0.09
2dpf,A,2.90.10.10,111,1.21,72.17,58.25,0.11
1xd5,A,2.90.10.10,112,1.31,77.81,74.75,0.14
1kx0,A,3.10.100.10,149,1.71,202.31,183.75,0.31
1esl,A,3.10.100.10,157,0.32,29.38,3.25,0
1htn,A,3.10.100.10,156,0.17,34.25,4.75,0
1jzn,A,3.10.100.10,135,1.97,73.1,94.25,0.13
1egg,A,3.10.100.10,132,1.33,22.62,39,0.04
2ric,A,3.10.100.10,155,1.65,197.84,177.25,0.28
3bbs,A,3.10.100.10,129,1.84,104.39,113.75,0.18
2ox9,A,3.10.100.10,130,1.81,77.09,98,0.14
1bv4,A,3.10.100.10,112,1.7,61.92,80.5,0.13
1muq,A,3.10.100.10,134,1.97,80.64,104.25,0.15
1dy2,A,3.10.100.10,168,1.98,76.22,96,0.11
1kzd,1,3.10.100.10,111,1.7,56.41,77.75,0.13
1dy0,A,3.10.100.10,180,2.5,83.77,106,0.1
1g1s,A,3.10.100.10,158,1.77,122.76,117.25,0.16
1o7b,T,3.10.100.10,98,1.81,83.5,100.75,0.2
1kwt,A,3.10.100.10,149,1.7,202.34,183.75,0.3
1k9i,A,3.10.100.10,128,1.86,78.19,102.5,0.15
1kx1,A,3.10.100.10,149,1.61,201.22,182.5,0.3
1r13,A,3.10.100.10,145,1.67,182.08,174.25,0.29
2os9,A,3.10.100.10,151,1.65,191.03,171.75,0.28
2afp,A,3.10.100.10,129,1.29,92.93,91.75,0.15
1t8c,A,3.10.100.10,143,0,31.27,0,0
2go0,A,3.10.100.10,137,1.63,75.05,90,0.13
1kzc,1,3.10.100.10,111,2.33,51.49,83,0.11
1hyr,A,3.10.100.10,128,1.65,103.84,100.75,0.16
1kzb,1,3.10.100.10,111,1.54,58.39,77.75,0.13
1wmz,,3.10.100.10,140,1.77,78.5,89.5,0.12
1dv8,A,3.10.100.10,128,1.66,45.02,64.25,0.08
1kze,1,3.10.100.10,111,2.15,51.38,79,0.11
1ypo,A,3.10.100.10,130,1.92,87.97,106,0.16
1fih,A,3.10.100.10,154,0.12,45.31,3.75,0
1e5u,I,3.10.100.10,187,1.77,264.44,253,0.34
1rdm,1,3.10.100.10,111,1.64,58.56,79.75,0.13
1rdk,1,3.10.100.10,111,1.92,50.42,76.5,0.11
1bnl,A,3.10.100.10,178,2.1,67.13,86.5,0.08
1ypu,A,3.10.100.10,131,1.79,95.15,114.5,0.18
1byf,A,3.10.100.10,123,1.81,75.89,97.75,0.15
1g1t,A,3.10.100.10,157,1.08,50.92,40.5,0.04
1sb2,A,3.10.100.10,132,1.15,32.08,40.5,0.05
3kmb,1,3.10.100.10,149,1.64,203,183.75,0.31
1qdd,A,3.10.100.10,144,1.92,116.46,123.75,0.18
1rtm,1,3.10.100.10,149,1.71,202.44,183.75,0.31
1b6e,A,3.10.100.10,121,1.83,83.05,101.75,0.17
2ria,A,3.10.100.10,146,1.79,165.31,159.75,0.25
2kmb,1,3.10.100.10,149,1.65,203.53,183,0.31
1kwz,A,3.10.100.10,149,1.71,202.47,183.75,0.31
1rjh,A,3.10.100.10,118,1.55,56.77,62,0.09
1rdj,1,3.10.100.10,111,2.29,51.96,83,0.11
2rib,A,3.10.100.10,150,1.65,182.81,170.5,0.27
1t8d,A,3.10.100.10,143,0,37.38,0,0
1h8u,A,3.10.100.10,115,1.92,55.3,78.75,0.12
2ork,A,3.10.100.10,151,1.5,192.5,175.5,0.28
2ggx,A,3.10.100.10,151,0.26,44.81,2.75,0
2py2,A,3.10.100.10,127,1.72,72.27,93.5,0.14
1lit,A,3.10.100.10,131,1.9,68.34,92.5,0.13
1dy1,A,3.10.100.10,183,2.13,94.75,102.75,0.1
1afa,1,3.10.100.10,154,1.68,201.44,183.25,0.29
1kmb,1,3.10.100.10,149,1.69,203.41,187,0.31
1rdn,1,3.10.100.10,111,1.91,51.89,76.5,0.11
2orj,A,3.10.100.10,151,1.49,192.69,175.75,0.29
3bc6,A,3.10.100.10,129,1.85,103.09,114,0.18
2msb,A,3.10.100.10,111,1.91,62.66,87.25,0.14
1pw9,A,3.10.100.10,151,1.58,196.01,178.25,0.29
3bdw,A,3.10.100.10,123,1.62,122.98,136.75,0.25
1bch,1,3.10.100.10,154,1.73,202.19,183.5,0.29
1yxk,A,3.10.100.10,130,1.02,38.99,44,0.06
2ox8,A,3.10.100.10,129,1.48,71.24,86.5,0.13
1ja3,A,3.10.100.10,115,1.6,43.16,44,0.04
1uv0,A,3.10.100.10,138,1.99,101.31,123.75,0.18
2ggu,A,3.10.100.10,151,1.6,196.43,178.25,0.29
1koe,A,3.10.100.10,172,1.78,45.29,64.25,0.06
1rdl,1,3.10.100.10,111,2.31,51.31,83,0.11
1g1q,A,3.10.100.10,160,1.06,63.76,48.25,0.05
1kcg,A,3.10.100.10,122,1.36,36.81,40.5,0.05
1pwb,A,3.10.100.10,151,1.5,192.37,175.75,0.28
1yxj,A,3.10.100.10,127,1.06,35.53,44.75,0.06
1kwu,A,3.10.100.10,149,1.71,203.02,183.75,0.31
1hup,A,3.10.100.10,141,1.79,170.82,167.25,0.28
1g1r,A,3.10.100.10,160,1.09,69.09,54.5,0.06
2brs,A,3.10.100.10,115,1.62,55.98,76,0.12
1egi,A,3.10.100.10,129,1.36,22.53,37.5,0.03
3c8j,A,3.10.100.10,127,1.9,62.23,61,0.07
1rdo,1,3.10.100.10,111,1.8,62.54,86.25,0.14
1kwv,A,3.10.100.10,149,1.71,202.69,183.75,0.31
1kwx,A,3.10.100.10,149,1.71,202.68,183.75,0.31
1kwy,A,3.10.100.10,149,1.71,202.56,183.75,0.31
1bcj,1,3.10.100.10,154,1.71,201.31,183.25,0.29
1sl6,A,3.10.100.10,168,0.28,15.78,3.5,0
1tn3,A,3.10.100.10,137,1.68,87.34,90,0.13
1o7c,T,3.10.100.10,98,2,84.16,104.5,0.21
1wmy,A,3.10.100.10,140,2.01,79.75,92.5,0.12
1kww,A,3.10.100.10,149,1.72,202.48,183.75,0.3
1afd,1,3.10.100.10,154,1.73,203.14,184,0.3
1kza,1,3.10.100.10,115,1.56,60.82,75,0.12
4kmb,1,3.10.100.10,149,1.69,202.88,183.75,0.31
3bc7,A,3.10.100.10,129,1.83,102.78,114,0.18
1e8i,A,3.10.100.10,117,1.15,32.44,41.75,0.06
1afb,1,3.10.100.10,154,1.75,200.87,185,0.29
1r14,A,3.10.100.10,145,1.67,181.14,174,0.29
2it5,A,3.10.100.10,132,0,6.63,0,0
3cfw,A,3.10.100.10,156,1.69,199.08,195.75,0.31
1xar,A,3.10.100.10,146,0.29,28.36,4.75,0
1rdi,1,3.10.100.10,111,1.88,49.75,75.5,0.11
1fif,A,3.10.100.10,154,1.75,203.4,185.75,0.3
1gz2,A,3.10.100.10,138,1.67,71.17,88,0.12
1ypq,A,3.10.100.10,131,1.77,91.11,110,0.17
1buu,A,3.10.100.10,149,1.73,199.95,182,0.3
2rie,A,3.10.100.10,145,1.61,172.12,162.5,0.27
1b08,A,3.10.100.10,152,1.61,201.6,184.5,0.3
1hq8,A,3.10.100.10,123,1.12,38.36,38.5,0.05
1msb,A,3.10.100.10,115,1.83,78.42,98.5,0.17
1tlg,A,3.10.100.10,123,1.88,77.05,98,0.15
2rid,A,3.10.100.10,147,1.73,177.84,166,0.27
1zdn,A,3.10.110.10,151,1.44,286.32,272.25,0.47
1m4q,A,3.10.110.10,144,1.14,250.47,234.75,0.43
1j74,A,3.10.110.10,139,1.69,233.65,223.25,0.41
2grn,A,3.10.110.10,157,1.6,248.23,233.25,0.38
2ucz,A,3.10.110.10,164,1.4,193.16,169,0.26
2aak,A,3.10.110.10,150,1.68,195.76,184,0.3
1wzw,A,3.10.110.10,150,1.46,186.72,178.75,0.29
2a4d,A,3.10.110.10,139,1.56,128.53,122.25,0.2
2eke,A,3.10.110.10,154,1.51,290.45,274.75,0.46
2e2c,A,3.10.110.10,156,1.54,306.7,273.5,0.47
1fzy,A,3.10.110.10,149,1.84,188.72,178.5,0.29
1zgu,A,3.10.110.10,139,1.49,129.89,119,0.2
2grp,A,3.10.110.10,157,1.59,308.38,293.5,0.49
2f0r,A,3.10.110.10,143,1.67,246.59,233.25,0.42
1z3d,A,3.10.110.10,151,1.75,245.55,242,0.4
1jbb,A,3.10.110.10,148,1.42,157.07,142.25,0.23
2cyx,A,3.10.110.10,169,1.65,259.37,236.25,0.36
1q34,A,3.10.110.10,149,1.58,235.72,224.5,0.38
1ukx,A,3.10.110.10,137,1.69,229.39,203.5,0.38
1wzv,A,3.10.110.10,150,1.3,108.48,95.25,0.15
2grr,A,3.10.110.10,157,1.6,304.25,288.75,0.48
2hlw,A,3.10.110.10,170,1.35,213.16,173.25,0.26
2grq,A,3.10.110.10,157,1.58,304.48,288.75,0.48
1jas,A,3.10.110.10,152,1.46,296.5,271.5,0.48
2gro,A,3.10.110.10,0,1.73,253.22,0,0
1tte,A,3.10.110.10,215,1.24,506.85,454,0.59
1z5s,A,3.10.110.10,156,1.65,303.63,291.5,0.48
1kpp,A,3.10.110.10,144,1.06,186.48,166.25,0.29
1ayz,A,3.10.110.10,153,1.61,295.66,287.5,0.48
1a3s,A,3.10.110.10,158,1.46,199.82,178,0.28
1qcq,A,3.10.110.10,148,1.35,276.71,259.5,0.46
1j7d,A,3.10.110.10,140,1.73,240.83,225.75,0.41
1u9u,A,3.10.120.10,82,1.02,27.65,22.75,0.03
1axx,A,3.10.120.10,94,1.07,76.92,57,0.13
1b5b,A,3.10.120.10,94,0.93,64.37,59.75,0.14
1lr6,A,3.10.120.10,82,1.02,24.69,23.25,0.02
1jex,A,3.10.120.10,85,0.94,113.9,103.75,0.31
1m2i,A,3.10.120.10,82,1.02,24.92,22,0.02
1do9,A,3.10.120.10,94,1.13,74.43,55,0.12
1i8c,A,3.10.120.10,94,0.94,147.67,124,0.35
1lqx,A,3.10.120.10,82,1.02,26.46,22,0.03
1icc,A,3.10.120.10,87,1.04,122.31,115.75,0.33
1bfx,A,3.10.120.10,92,0.93,63.55,44.5,0.09
1nx7,A,3.10.120.10,82,1.11,32.33,34.25,0.05
1aqa,A,3.10.120.10,84,0.82,28.52,19,0.03
1t0g,A,3.10.120.10,109,1.31,46.78,59.25,0.1
1cxy,A,3.10.120.10,81,1.08,52.21,56.75,0.13
1b5m,A,3.10.120.10,84,0.91,39.16,29.75,0.06
1m59,A,3.10.120.10,82,1,25.81,22,0.02
1m20,A,3.10.120.10,82,1.1,28.59,27,0.03
1ehb,A,3.10.120.10,82,1.08,28.94,26.5,0.03
1m2m,A,3.10.120.10,82,1,22.76,21.25,0.01
1i5u,A,3.10.120.10,82,0.97,28.37,25.75,0.04
1awp,A,3.10.120.10,86,1.04,117.96,114.75,0.32
1ieu,A,3.10.120.10,94,0.95,108.27,81,0.22
2i89,A,3.10.120.10,90,1.14,129.62,127.75,0.35
1j0q,A,3.10.120.10,82,1.11,34.12,33.5,0.06
1f03,A,3.10.120.10,82,1.09,35.14,30.75,0.05
1f04,A,3.10.120.10,82,0.9,181.62,178,0.56
1es1,A,3.10.120.10,82,0.98,23.23,20.5,0.01
1eue,A,3.10.120.10,86,1.06,81.86,76.25,0.2
1blv,A,3.10.120.10,94,0.89,68.5,44.25,0.1
1sh4,A,3.10.120.10,82,0.97,180.71,172.25,0.56
2axx,A,3.10.120.10,94,1.14,76.75,59.75,0.14
1cyo,A,3.10.120.10,88,1.14,40.85,27.75,0.03
1u9m,A,3.10.120.10,82,1.04,34.01,30.75,0.05
1iet,A,3.10.120.10,94,0.96,144.56,122,0.34
1ib7,A,3.10.120.10,85,1.05,79.69,74.5,0.19
1hko,A,3.10.120.10,104,1.15,113.31,63.75,0.15
1i87,A,3.10.120.10,94,0.89,146.03,124,0.35
1b5a,A,3.10.120.10,94,0.84,72.97,43.25,0.1
2dsl,A,3.10.129.10,115,1.99,324.06,335.25,0.74
2glp,A,3.10.129.10,152,1.65,223.78,221.25,0.36
1lo9,A,3.10.129.10,140,1.85,390.44,413.25,0.73
1wm6,A,3.10.129.10,117,2.05,332.19,342.75,0.74
2gll,A,3.10.129.10,152,1.58,223.85,222,0.36
1j1y,A,3.10.129.10,116,1.99,329.12,337,0.74
1q4s,A,3.10.129.10,142,1.97,414.18,426.25,0.76
1lo8,A,3.10.129.10,140,1.67,389.36,409.75,0.73
1wn3,A,3.10.129.10,116,1.82,326.68,335.75,0.74
1q4t,A,3.10.129.10,142,1.92,413.21,425,0.76
1q4u,A,3.10.129.10,140,1.71,408.14,408.25,0.76
1s5u,A,3.10.129.10,129,1.67,198.5,214.25,0.4
2glm,A,3.10.129.10,152,1.48,194.7,190.75,0.31
1bvq,A,3.10.129.10,139,1.76,388.26,408.5,0.74
1wlu,A,3.10.129.10,117,2.11,332.21,348.75,0.74
2glv,A,3.10.129.10,152,1.48,136.19,130.5,0.2
1lo7,A,3.10.129.10,140,1.76,393.6,413,0.74
1wlv,A,3.10.129.10,117,1.77,332.22,340,0.74
1iq6,A,3.10.129.10,132,1.65,374.37,386.5,0.75
1awz,A,3.10.130.10,123,3,204.34,224.5,0.4
1z7x,W,3.10.130.10,126,2.23,261.42,261.5,0.51
1rat,A,3.10.130.10,124,3.5,202.31,228,0.39
3rsk,A,3.10.130.10,124,3.43,200.36,224.25,0.39
1rbx,A,3.10.130.10,124,3.5,203.47,226.75,0.39
1a5p,A,3.10.130.10,124,3.43,204.32,226,0.4
1gio,A,3.10.130.10,125,3.02,216.37,223.5,0.41
2e0j,A,3.10.130.10,128,3,209.29,214.5,0.38
1h8x,A,3.10.130.10,125,3.02,201.84,205,0.37
1rbn,A,3.10.130.10,124,3.52,201.74,226.5,0.39
1c9v,A,3.10.130.10,124,3.42,201.3,223.25,0.39
1tq9,A,3.10.130.10,122,3.11,202.06,201,0.37
2e0l,A,3.10.130.10,128,3.13,214.09,225.75,0.4
1ruv,A,3.10.130.10,124,3.42,201.89,226.5,0.39
1c0b,A,3.10.130.10,124,3.14,196.53,223.25,0.39
1k58,A,3.10.130.10,122,3.15,200.39,214,0.39
1rpf,A,3.10.130.10,124,3.54,203.39,228.25,0.39
1n3z,A,3.10.130.10,117,3.15,193.82,210,0.4
1un4,A,3.10.130.10,120,3.54,210.07,241.5,0.43
2apq,A,3.10.130.10,122,3.42,196.62,221,0.39
2q4g,W,3.10.130.10,126,2.17,259.22,259,0.51
7rsa,A,3.10.130.10,124,3.21,201.13,222,0.39
1rnx,A,3.10.130.10,124,3.54,169.06,195,0.32
1rob,A,3.10.130.10,124,3.5,203.86,226.5,0.4
1ang,A,3.10.130.10,123,3.5,206.52,226.5,0.4
2aas,A,3.10.130.10,124,3.51,172.89,197.75,0.33
1rsm,A,3.10.130.10,124,3.25,202.37,223.25,0.39
1pu3,A,3.10.130.10,105,2.48,121,137.75,0.26
1dfj,E,3.10.130.10,124,3.03,202.87,217.75,0.39
1eic,A,3.10.130.10,124,3.42,203.81,226.5,0.4
1jvt,A,3.10.130.10,124,3.42,201.03,223.25,0.39
1wbu,A,3.10.130.10,124,3.52,203.41,227,0.39
1ymr,A,3.10.130.10,124,3.53,202.45,229.25,0.39
1rnz,A,3.10.130.10,124,3.54,170.17,194.5,0.32
1rnv,A,3.10.130.10,116,3.5,162.61,187,0.32
1hi3,A,3.10.130.10,135,2.43,222.62,238,0.41
1eie,A,3.10.130.10,124,3.46,203.44,226,0.4
1fs3,A,3.10.130.10,124,3.48,205.32,228.75,0.4
1ras,A,3.10.130.10,123,3.48,200.02,227,0.39
1hi5,A,3.10.130.10,135,2.23,221.97,234,0.41
2hky,A,3.10.130.10,129,2.25,213.62,214.75,0.4
3bco,A,3.10.130.10,124,2.36,254.58,247.25,0.5
5rat,A,3.10.130.10,124,3.46,202.45,226,0.39
1k59,A,3.10.130.10,122,3.46,201.82,223.25,0.39
1ssc,A,3.10.130.10,112,3.48,160,197,0.35
1hi2,A,3.10.130.10,135,2.31,221.2,235,0.41
1a5q,A,3.10.130.10,124,3.46,204.39,229,0.4
1rnf,A,3.10.130.10,120,2.44,185.38,203.25,0.38
1o0o,A,3.10.130.10,124,3.46,202.66,227,0.39
1qmt,A,3.10.130.10,134,2.23,218.44,227.5,0.4
1oj1,A,3.10.130.10,104,2.52,115.59,136.75,0.26
1o0h,A,3.10.130.10,124,3.46,202.54,227,0.39
1rar,A,3.10.130.10,123,3.46,199.99,226.75,0.39
2p4a,A,3.10.130.10,124,2.27,254.13,259.75,0.51
1rno,A,3.10.130.10,123,3.47,199.81,226.75,0.39
1w4q,A,3.10.130.10,124,3.46,201.35,226.25,0.39
1b1e,A,3.10.130.10,123,3.46,204.71,225.75,0.4
1srn,A,3.10.130.10,113,3.45,162.72,204.25,0.36
1kvz,A,3.10.130.10,107,2,131.66,140,0.29
1afu,A,3.10.130.10,124,3.49,172.57,198,0.32
1eos,A,3.10.130.10,124,3.5,203.34,229.75,0.39
2c01,X,3.10.130.10,135,2.46,223.54,239.75,0.41
1rph,A,3.10.130.10,124,3.5,203.97,228.75,0.4
1o0n,A,3.10.130.10,124,3.54,202.73,229.5,0.39
1js0,A,3.10.130.10,124,3.43,202.62,230.75,0.4
2p48,A,3.10.130.10,124,2.48,257.98,263.5,0.52
1bzq,A,3.10.130.10,124,3.5,200.81,226.25,0.39
1izr,A,3.10.130.10,124,3.43,202.56,227,0.39
1yv6,A,3.10.130.10,103,2.42,112.65,132.25,0.25
1rha,A,3.10.130.10,124,3.49,203.59,227.25,0.39
2c05,A,3.10.130.10,135,2.46,224.34,238.25,0.41
1w4p,A,3.10.130.10,124,3.44,202.44,227,0.39
